epoch_ms,session_id,country_by_ip_address,region_by_ip_address,url_without_parameters,referrer_without_parameters,visitor_recognition_type,ua_agent_class
1520280033070,160fdd31c0a5ecfb6e27d0c9e99eceaa,NL,UT,https://www.bol.com/nl/p/ducksday-zomer-poncho-unisex-red-stripe-10-jaar/9200000078255648/,https://www.bol.com/nl/s/algemeen/zoekresultaten/sc/media_all/index.html,RECOGNIZED,Browser
1520280033632,82a12abb21c32c5fdf2d90703dbe65db,NL,ZH,https://www.bol.com/nl/p/dji-mavic-air-fly-more-combo-onyx-black-drone/9200000088829437/,,ANONYMOUS,Browser
1520280033764,c7e9fad134d17764c1982cd58e1eec17,US,CA,https://www.bol.com/nl/l/k-edge-carkits-euro-50-euro-75/N/4062+4282362549+4279478098+8338/,,ANONYMOUS,Robot Mobile
1520280033771,29f7b1670e126ae76acd5705b459fcc5,NL,,https://www.bol.com/nl/p/iets/9200000089259844/,,ANONYMOUS,Hacker
1520280033978,32f6ce5de7aa9cdcba92ed99f53ac27d,US,CA,https://www.bol.com/nl/l/bestbeoordeelde-persoonlijke-ontwikkeling-boeken-over-zakelijke-etiquette/N/24054+23449+7290/,,ANONYMOUS,Robot
1520280035085,2889e1443e5a800bc9041a5a2689b3d5,US,CA,https://www.bol.com/nl/l/tweedehands-nederlandstalige-ouderschap-opvoeden-jong-volwassene/N/34759+26828+8293/filter_N/1426/,,ANONYMOUS,Robot
1520280035130,e8b6f52bc82659fb96dcd6115787dba7,NL,NB,https://www.bol.com/nl/account/login.html,https://www.bol.com/nl/m/service/lekker-winkelen-zonder-zorgen/index.html,ANONYMOUS,Browser
1520280037439,da5e8ebc337ba1107c7fab2ba0ad9820,US,CA,https://www.bol.com/nl/c/vesna-lazic/9483505/,,ANONYMOUS,Robot Mobile
1520280037480,af43be538c523b04d535f0ffde883823,US,CA,https://www.bol.com/nl/p/twisting-disc-trainer-fitness-vetverbranding-buikspiertraining-twister-voetmassage-apparaat-bloedsomloop-voor-vrouw-man/9200000089029074/,,ANONYMOUS,Robot Mobile
1520280037645,a408db6cfd85d9e7a03768295f188fe3,US,CA,https://www.bol.com/nl/l/witte-harry-s-horse-paardrijhandschoenen-jongens-meisjes/N/12965+4286017381+4280405484+16724/,,ANONYMOUS,Robot
1520280037867,1189eb7c15dd2236cbcfdc0dee7035b3,NL,ZH,https://www.bol.com/nl/checkout/paid.html,,LOGGEDIN,Browser
1520280038110,13f24291bd85342a43c4afbdad7c6e9c,NL,GR,https://www.bol.com/nl/ra/boeken/gratis-verzending-van-bestsellers-nieuw/22605/N/2551+14033+22561/index.html,,RECOGNIZED,Browser
1520280038405,85dc48a13d290f315e466365718a3df1,US,CA,https://www.bol.com/nl/t/boeken/rechten-staats-bestuursrecht/N/24030+7143+8294/index.html,,ANONYMOUS,Robot
1520280039188,8e2499565ca2b5a8a1ece6080e09af5d,NL,NB,https://www.bol.com/nl/c/ajax/index.html,,RECOGNIZED,Browser
1520280039643,0b340d37a200bf56dea2ed15e586da75,NL,FL,https://www.bol.com/nl/l/ajax/index.html,https://www.bol.com/nl/l/te-reserveren-muziek/N/3132/filter_N/8342+8082+8079+7288/,ANONYMOUS,Browser
1520280040423,738ac9c278d8061d7effb05d96229272,NL,ZH,https://www.bol.com/nl/p/het-ultieme-golfboek/9200000010002971/,https://www.bol.com/nl/s/boeken/zoekresultaten/sc/media_all/index.html,ANONYMOUS,Browser
1520280040650,149090bd9b44e7cefd53647d1430a939,BE,BRU,https://www.bol.com/nl/account/login.html,,ANONYMOUS,Browser
1520280041993,1b71e783a37c84a8f708d471b1ddde8b,NL,,https://www.bol.com/nl/p/jbl-t110-in-ear-oordopjes-zwart/9200000064299090/,,ANONYMOUS,Browser
1520280042769,ead0de034f327f2d65b1d3b6e1ccf3bd,,,https://www.bol.com/nl/p/stahlex-o10mm-140cm-art3-massief-3-95kg-kettingslot-met-hangslot-zeer-sterk-scooterslot-motorslot-brommerslot-gehard-staal-zwart/9200000066517112/,https://www.bol.com/nl/p/stahlex-o10mm-120cm-art3-kettingslot-met-hangslot-zeer-sterk-massief-3-45kg-scooterslot-motorslot-fietsslot-gehard-staal-zwart/9200000049797106/,ANONYMOUS,Browser
1520280043570,9b3d342836de22fe1472affe3970de43,US,CA,https://www.bol.com/nl/l/tweedehands-nederlandstalige-nieuwe-boeken-over-dieren-rtl-late-night/N/2837+8293+7289+1426/filter_N/33257/,,ANONYMOUS,Robot
1520280043703,e54165671e36870496727aa417e7632e,NL,,https://www.bol.com/nl/p/curver-afdruiprek-met-plateau-38x29x8-5-cm/9200000002755852/,https://www.bol.com/nl/p/afdruiprek-onderzetter-2-delig-met-kliksysteem-grijs/9200000059093887/,RECOGNIZED,Browser
1520280043708,6967074e723b79366f3821cb512f1b0c,NL,NB,https://www.bol.com/nl/l/badpakken-dames-nieuwe-collectie/N/31219+4280405477/filter_N/32028/,,RECOGNIZED,Browser
1520280043750,92a9465304b2b955fa3dc6c79c6d5c3d,BE,VAN,https://www.bol.com/nl/l/ajax/index.html,,ANONYMOUS,Browser
1520280044168,37714156d94dbe170f2e7023b17745af,US,CA,https://www.bol.com/nl/l/abs-togu-sportballen-balmaat-65/N/31157+4285201592+4284360231+4281283994/,,ANONYMOUS,Robot Mobile
1520280044390,3f3f4b4f30d6b5808ebb0be008f3dc4e,US,CA,https://www.bol.com/nl/l/tweedehands-nederlandstalige-mysterie-mythologie-spiritualiteit/N/2593+26973+1426+285/filter_N/8293/,,ANONYMOUS,Robot
1520280044674,00b8c6a5ad30398596e7fd4908571e8f,US,CA,https://www.bol.com/nl/l/kindertruien-jongens-80/N/16954+4280405485+32030+17369/filter_N/17191/,,ANONYMOUS,Robot
1520280045100,f57314477e02c3b24d625ef0b0512187,NL,NH,https://www.bol.com/nl/ra/speelgoed/verjaardagscadeautjes/36096/,,RECOGNIZED,Browser
1520280045772,a4bbd368809804c8858d458373602e63,US,CA,https://www.bol.com/nl/l/visionmounts-monitor-accessoires-euro-75-euro-100/N/16418+4274981570+8325/,,ANONYMOUS,Robot Mobile
1520280046759,aa4f03c952bf2c6e1bd2ba3ff62ab03c,NL,NH,https://www.bol.com/nl/order/basket_bargains.html,,LOGGEDIN,Browser
1520280048822,3fa7b6d6ae397f333ed757510f6d9137,NL,OV,https://www.bol.com/nl/s/ajax/index.html,https://www.bol.com/nl/s/elektronica/zoekresultaten/N/4040/sc/s_elec_all/index.html,RECOGNIZED,Browser
1520280049883,47e877c0d11318c0c5892b963b54aaee,NL,NH,https://www.bol.com/nl/s/ajax/index.html,,ANONYMOUS,Browser
1520280050197,ac90183adb247f796fcb5ba3c8237467,US,CA,https://www.bol.com/nl/l/nieuwe-openers-vanaf-30/N/11903+22560+14033/filter_N/17369/,,ANONYMOUS,Robot
1520280050514,e459c1ca5985cbf1fb57d23d0ef6b2da,IT,SO,https://www.bol.com/nl/checkout/paid.html,,LOGGEDIN,Browser
1520280050855,d4d87c3ec658c9e22e96865b5c6ed437,BE,VLI,https://www.bol.com/nl/l/ajax/index.html,https://www.bol.com/nl/l/mixers/N/10814/,ANONYMOUS,Browser
1520280053674,6a0cf77bceac27f34e42f9bfde840aad,NL,NH,https://www.bol.com/nl/p/rituals-the-ritual-of-happy-buddha-geschenkset-small-try-me-set/9200000091345309/,https://www.bol.com/nl/p/rituals-the-ritual-of-dao-geschenkset-small-try-me-set/9200000091345305/,RECOGNIZED,Browser
1520280054523,4bc741910e3d5e7bce5b9fa65da4bac0,NL,ZH,https://www.bol.com/nl/l/ajax/index.html,https://www.bol.com/nl/l/loopwagens/N/10490/,RECOGNIZED,Browser
1520280055409,4c1d4c97481c06d876f5bb3015704614,US,CA,https://www.bol.com/nl/c/laurent-lechowski/16370210/,,ANONYMOUS,Robot
1520280055816,77667ca701aac0f67e46b126e09c320b,US,CA,https://www.bol.com/nl/l/rowenta-stoomreinigers-regelbare-stoom/N/10763+4288883748+4277889921+4276963040/,,ANONYMOUS,Robot
1520280057220,8ea0de3b056efcaa4b0f389e7e109623,US,CA,https://www.bol.com/nl/l/basketbalstandaarden-volwassenen/N/31747/filter_N/21738/,,ANONYMOUS,Robot
1520280057585,81027ff7ea5dbf397ac97af7a6fdab2d,NL,FR,https://www.bol.com/nl/ra/mooi-gezond/korting-op-beautyproducten/38156/N/12428+22562+10655/index.html,https://www.bol.com/nl/ra/algemeen/korting-op-beautyproducten/38156/index.html,RECOGNIZED,Browser
1520280059051,de14950f19cfe4b2ae6abad49721f3da,US,OK,https://www.bol.com/nl/p/blueqon-hdmi-kabel-5-meter-zwart-high-speed/9200000026865672/,,ANONYMOUS,Hacker
1520280060005,1f91f2fdaafade6e0feac56a55197742,US,CA,https://www.bol.com/nl/p/the-dark-tower-4-wizard-and-glass/1001004011438754/,,ANONYMOUS,Robot Mobile
1520280060852,3dcec9cb227780fd898f0b8a7c791f69,NL,NH,https://www.bol.com/nl/l/rituals-geschenksets/N/12687+4277939566/,,ANONYMOUS,Browser
1520280061124,af3279e39e73476dd5a54fea60110226,NL,NH,https://www.bol.com/nl/p/pluche-mega-t-rex-dino-knuffel-76-cm-tyrannosaurus-rex-knuffeldier/9200000081850493/,,ANONYMOUS,Browser
1520280061202,cc641cd85c39f55f3690e2541d085310,US,CA,https://www.bol.com/nl/p/the-comic-dna-of-lucille-ball/1001004002730599/,,ANONYMOUS,Robot Mobile
1520280062135,5ba312a008af9a8a3b2d9cde3af82e1b,US,CA,https://www.bol.com/nl/l/nederlandstalige-kinderboeken-over-katten-studieboeken/N/24421+4273962347+24665+8293/,,ANONYMOUS,Robot
1520280062634,8c64b0fa049ce87d59450f53dff5f44c,US,CA,https://www.bol.com/nl/c/bouniol-b/16948827/,,ANONYMOUS,Robot
1520280063720,ef1293552e8f185370122bc891853fec,NL,FL,https://www.bol.com/nl/p/sonos-one-wit/9200000083962846/,,ANONYMOUS,Browser
1520280064870,12ed5d2230dfaba840a3f1dee8156ee4,NL,NB,https://www.bol.com/nl/account/resetpassword.html,,ANONYMOUS,Browser
1520280066281,03f4405a5f2417fbcaebea59e9457f1f,US,CA,https://www.bol.com/nl/l/nederlandstalige-zelfleesboeken-over-doeboeken-avi-e7/N/24439+4283325959+24578+8293/,,ANONYMOUS,Robot Mobile
1520280066805,ea4cac7e1b0ca2e16b20cac7d1492370,NL,OV,https://www.bol.com/nl/s/wonen/zoekresultaten/N/14194/filter_N/4289222010/filter_Nf/12194+BTWN+10+30/sc/las_all/index.html,https://www.bol.com/nl/s/algemeen/zoekresultaten/filter_N/4289222010/sc/media_all/index.html,ANONYMOUS,Browser
1520280069444,2d26c1b258b2175bae6a8521c783fa6f,BE,,https://www.bol.com/nl/p/gilded-reverie-lenormandkaarten/9200000023666589/,,ANONYMOUS,Browser
1520280070005,373dae3beb926950377f62d56856c47a,US,CA,https://www.bol.com/nl/l/facilitair-management-over-etnisch-algemene-boeken/N/23942+4273962351+23252/,,ANONYMOUS,Robot
1520280070420,6967074e723b79366f3821cb512f1b0c,NL,NB,https://www.bol.com/nl/l/badmode-kinderen/N/31218+21737/filter_N/32028/,,RECOGNIZED,Browser
1520280071452,d3a4b7f7524805c2e85a23b1a83aa614,NL,UT,https://www.bol.com/nl/m/elektronica/huistelefoon/suggestionType/category/suggestedFor/vaste+/originalSearchContext/media_all/originalSection/main/index.html,,ANONYMOUS,Browser
1520280072519,9b7029d954cdc4e819f72d1d0487ed8c,NL,ZH,https://www.bol.com/nl/s/ajax/index.html,https://www.bol.com/nl/s/elektronica/zoekresultaten/N/4040/filter_N/4277913742+4280268083+32505/sc/s_elec_all/index.html,RECOGNIZED,Browser
1520280073109,8c7bb8140a44cff5a9ef6f97d47caa10,UA,30,https://www.bol.com/nl/p/leifheit-professional-raamtrekker-45-cm/9200000042898663/,https://www.bol.com/nl/p/leifheit-professional-raamtrekker-45-cm/9200000042898663/,ANONYMOUS,Browser
1520280073885,53adcaf2af5d41bb776526b1dda54218,NL,OV,https://www.bol.com/nl/p/agu-mtb-m500-fietsschoenen-maat-44-zwart/9200000078145000/,,ANONYMOUS,Browser
1520280073928,fb0e44bc211f4f4b0982de49c2de69ee,US,CA,https://www.bol.com/nl/l/rode-reiskoffers-vanaf-20/N/24389+17370+16722/filter_N/4274069176/,,ANONYMOUS,Robot
1520280074781,5ab5d834d7db02a60dff7a29bc8930ee,US,CA,https://www.bol.com/nl/p/homedecoration-colorado-fotokader-fotomaat-41-x-47-cm-esdoorn/9200000046025823/,,ANONYMOUS,Robot
1520280075460,d3009e487751a3da7fb908777996fc83,NL,DR,https://www.bol.com/nl/l/computer/laptops/N/4770+28695/index.html,https://www.bol.com/nl/m/computer/laptops/suggestionType/category/suggestedFor/laptop/originalSearchContext/computer_all/originalSection/computer/index.html,RECOGNIZED,Browser
1520280076686,205c725aa42bebcfd60be6ac3fc88c35,US,CA,https://www.bol.com/nl/p/fisher-price-little-people-dierenverzorgingsboerderij-speelfigurenset/9200000079252163/,,ANONYMOUS,Robot Mobile
1520280078543,d90cce88cb328d1cddba549c3f1728fb,US,CA,https://www.bol.com/nl/b/amicus/1933253/,,ANONYMOUS,Robot
1520280078863,9bb872a96dc3f115ecfd4af51226a88b,US,CA,https://www.bol.com/nl/p/zeepjes-in-geschenkverpakking-6-stuks-100-natuurlijk-fairtrade/9200000064063633/,,ANONYMOUS,Hacker
1520280081827,a22163b30438234295ab6ec1ceaa6901,US,CA,https://www.bol.com/nl/l/literaire-non-fictie-over-etnisch-boek/N/24415+23252+11209/,,ANONYMOUS,Robot
1520280083087,d85cf954cf1e06c856b2f8c18ff7bc9a,US,CA,https://www.bol.com/nl/p/under-armour-project-5-bp-rugzak-unisex-maat-osfa-zwart/9200000094812019/,,ANONYMOUS,Robot
1520280083164,2d0e0aea6a8e346c5c54b591b530ac67,NL,,https://www.bol.com/nl/p/orico-universeel-usb-3-0-docking-station-met-dvi-gigabit-ethernet-desktop-bureau-docking-station-inclusief-stroom-adapter-zwart/9200000075948861/,,ANONYMOUS,Browser
1520280084494,e987d6bce2be8ae07b03a9e96d1153ae,US,CA,https://www.bol.com/nl/p/clinique-take-the-day-off-oogmake-up-remover-125-ml/9200000007373547/,,ANONYMOUS,Robot Mobile
1520280085088,53adcaf2af5d41bb776526b1dda54218,NL,OV,https://www.bol.com/nl/p/agu-mtb-m500-fietsschoenen-maat-43-zwart/9200000078144988/,https://www.bol.com/nl/p/agu-mtb-m500-fietsschoenen-maat-44-zwart/9200000078145000/,ANONYMOUS,Browser
1520280085679,e0c11bf1e376b4320f86326cf3b53e23,US,CA,https://www.bol.com/nl/l/cool-zawadi-kindertassen-jongens/N/17064+4280405485+4278172320/,,ANONYMOUS,Robot
1520280085780,3548ebe52a4d20a5dcfa907c849ed6c6,NL,NH,https://www.bol.com/nl/l/ajax/index.html,https://www.bol.com/nl/l/kinderserviezen/N/34025/,RECOGNIZED,Browser
1520280086386,d18372532515db29a960853d01247674,BE,,https://www.bol.com/nl/s/ajax/index.html,,RECOGNIZED,Browser
1520280087850,bd0abea9839d3a21030ad6c0702968d8,BE,VAN,https://www.bol.com/nl/p/samsung-gear-fit-2-activity-tracker-grijs-small/9200000059133260/,https://www.google.com/search,ANONYMOUS,Browser
1520280087958,9132fd18d7b47b75be07367f5c6c397a,BE,,https://www.bol.com/nl/account/login.html,,RECOGNIZED,Browser Webview
1520280089329,6967074e723b79366f3821cb512f1b0c,NL,NB,https://www.bol.com/nl/l/ajax/index.html,https://www.bol.com/nl/l/badmode-meisjes-kinderen/N/31218+21737/filter_N/4280405486+32028/,RECOGNIZED,Browser
1520280090193,486264bb895c15c2bd9de703fdc27a21,FR,,https://www.bol.com/nl/c/algemeen/r-w-k-clark/13852319/index.html,,ANONYMOUS,Robot
1520280090569,a1e09ff272b9bc31169b887fb2e354b4,NL,GE,https://www.bol.com/nl/s/ajax/index.html,https://www.bol.com/nl/s/algemeen/zoekresultaten/filter_N/4275969923/sc/media_all/index.html,ANONYMOUS,Browser
1520280091608,c8cd4d21ceb301fa5d2c515ffe14b6c8,NL,,https://www.bol.com/nl/p/lovnix-5-in-1-bluetooth-carkit-handsfree-bellen-direct-muziek-streamen-met-bluetooth-verbinding-fm-transmitter-usb-oplader-mp3-speler-display/9200000092447148/,,ANONYMOUS,Browser
1520280092974,b84e9815fd8caaefd17f261da29cf63a,US,CA,https://www.bol.com/nl/p/like-flo-meisjes-jurk-marble-maat-98/9200000085212310/,,ANONYMOUS,Robot
1520280094400,f4c1d38f71962d7d791cb37a5962298e,US,CA,https://www.bol.com/nl/p/inner-receivings/1000004009662997/,,ANONYMOUS,Robot
1520280094448,b4dda6d61d2205a2c46f945c2f734e74,US,CA,https://www.bol.com/nl/l/zilverkleurige-keramische-design-decoratieve-accessoires/N/35450+4286511705+34304+16733/,,ANONYMOUS,Robot
1520280094547,2d0e0aea6a8e346c5c54b591b530ac67,NL,,https://www.bol.com/nl/p/seenda-verticale-laptop-standaard-aluminium-universeel/9200000079908054/,,ANONYMOUS,Browser
1520280095383,470a65c2cb7ead78c317cb48dc6accc7,BE,VWV,https://www.bol.com/nl/p/electro-wonderpen-dierenpret/9200000073981434/,,ANONYMOUS,Browser Webview
1520280099131,c1ba7d3360ca1e28a0729bb048a2d240,NL,ZH,https://www.bol.com/nl/p/bigben-rr80-rubik-s-kubus-wekkerradio/9200000045952296/,,RECOGNIZED,Browser
1520280099285,f629a5ea61818a42d41cbc93f1b010d6,BE,VAN,https://www.bol.com/nl/lijstjes/verlanglijstje.html,https://www.bol.com/nl/p/paco-rabanne-invictus-100-ml-eau-toilette-for-men/9200000018800309/,RECOGNIZED,Browser
1520280099518,1fecea7438cedcc8ab41c6741a90f5b5,NL,NH,https://www.bol.com/nl/p/allibert-futura-tuintafel-cappuccino/9200000024644731/,,RECOGNIZED,Browser
1520280100057,a6f87a42e022dc597f7633ee3cca33e2,BE,,https://www.bol.com/nl/p/diesel-pluton-wolf-back-cover-cover-voor-iphone-6-iphone-6s/9200000057115801/,,ANONYMOUS,Browser
1520280100255,a04085356e21dcc0c09a6707b26eb3be,US,CA,https://www.bol.com/nl/p/koffer-77cm-vlinder-ii/9200000082380327/,,ANONYMOUS,Robot Mobile
1520280102499,4c1dbe926a45853e0b2ba97751b0a9b5,NL,ZH,https://www.bol.com/nl/l/ajax/index.html,https://www.bol.com/nl/l/rechthoekige-dienbladen/N/11928/filter_N/4276307029/,RECOGNIZED,Browser
1520280102948,84eff284856119fa70b7c9937e379f7a,US,CA,https://www.bol.com/nl/l/stalen-plaatschroeven-tot-10-mm/N/29278+4287851985+4286016528+13931/,,ANONYMOUS,Robot Mobile
1520280104903,251cf3199f6478a0e4f8af5e1f4a3903,US,CA,https://www.bol.com/nl/l/spellen-computers-games-over-vogels-boek/N/1554+24664+11209/,,ANONYMOUS,Robot
1520280105014,770a6c141361e17e867f71e1f2196052,US,CA,https://www.bol.com/nl/l/zwarte-inglot-make-up/N/12383+4276318400+16726/,,ANONYMOUS,Robot Mobile
1520280105697,2d0e0aea6a8e346c5c54b591b530ac67,NL,,https://www.bol.com/nl/p/hdmi-docking-station-for-laptops-usb-3/9200000052527053/,,ANONYMOUS,Browser
1520280105859,0f70e63b477219407a1272b1ea5f1fc6,US,CA,https://www.bol.com/nl/l/gele-snowboardkleding-accessoires-kinderen/N/31707+21737+16717/,,ANONYMOUS,Robot
1520280106635,768c00809cd2767a743ee4e55bf477f7,US,CA,https://www.bol.com/nl/p/osram-halogeen-cool-blue-intense-hb3/9200000078484341/,,ANONYMOUS,Robot
1520280106942,0534e0fd28077ca5bd369b4a930c8ae6,US,CA,https://www.bol.com/nl/l/b-nosy-kindertruien-maat-92-pullover/N/16954+4282284510+4278468342+17193/,,ANONYMOUS,Robot Mobile
1520280107157,152b1966f265180705c2792e9c5522e9,BE,VWV,https://www.bol.com/nl/p/2z-hardloop-riem-heuptas-120-cm/9200000052463356/,https://www.bol.com/nl/p/fitness-hardloop-heup-band-zayo-running-belt-met-2-opbergvakken-voor-smartphone/9200000052920090/,RECOGNIZED,Browser
1520280107338,f11a007de35c70cd8d9bd5cd45cf1288,US,CA,https://www.bol.com/nl/l/zwarte-erima-sportshirts-met-korte-mouw/N/31141+4283438660+4274747781+16726/,,ANONYMOUS,Robot Mobile
1520280107432,462ae65b0aec8c261c4897a68dc8656c,US,CA,https://www.bol.com/nl/l/engelstalige-literatuur-romans-organisatie/N/24410+4288315621+8292/filter_N/23356/,,ANONYMOUS,Robot
1520280107945,e0de9d7f1f306c2fcbf2a99639d31d90,US,CA,https://www.bol.com/nl/p/kinderen-ontdekken-de-grote-kunstenaars/666864996/,,ANONYMOUS,Robot
1520280107951,8dad9ea0c1352c559393fc5d330c7b14,NL,OV,https://www.bol.com/nl/l/ajax/index.html,https://www.bol.com/nl/l/philips-tv-s/N/7291+4294884369/,RECOGNIZED,Browser
1520280108185,7540b8a68c4dfc6f57456bbc142da6c9,US,CA,https://www.bol.com/nl/l/architectuurboeken-uit-2008-ebook/N/2287+7419+3139/,,ANONYMOUS,Robot Mobile
1520280108354,91e047038fb2bc6b8350929a068aa882,US,CA,https://www.bol.com/nl/l/superrebel-kinderkleding-vanaf-50/N/31750+4278110740+18879+17368/filter_N/32028/,,ANONYMOUS,Robot
1520280110083,1587cdcee05ffc15dc7a1c8fa4259856,US,CA,https://www.bol.com/nl/l/visdraden-4300/N/15618+4284177747+4282257730/,,ANONYMOUS,Robot Mobile
1520280110574,a4404ef330a20f8f9e304af9754f665b,US,CA,https://www.bol.com/nl/p/crisi/9200000033029221/,,ANONYMOUS,Robot Mobile
1520280112102,f213a2e291e1b73a9ac12c11c2cc0663,NL,,https://www.bol.com/nl/s/algemeen/zoekresultaten/sc/media_all/index.html,,RECOGNIZED,Browser
1520280113130,dd534167d15300238ed090d829fbcd29,NL,ZH,https://www.bol.com/nl/p/summertime-breien-en-haken/9200000011499684/,,ANONYMOUS,Browser
1520280113871,c944321a067cd64c2301f2471fefbbd9,US,CA,https://www.bol.com/nl/p/frauen-und-fuhrung-in-der-katholischen-kirche/9200000045815630/,,ANONYMOUS,Robot Mobile
1520280114217,ff80d32cec83a3d650319cd33e5ed0b3,US,CA,https://www.bol.com/nl/l/grijze-cosy-trendy-kaarsen-houders/N/14140+4273622245+16718/,,ANONYMOUS,Robot
1520280116108,e7e2ba2e8c16eb38942aefb9ea75f155,NL,NH,https://www.bol.com/nl/s/ajax/index.html,https://www.bol.com/nl/s/wonen/zoekresultaten/N/14035/sc/las_all/index.html,ANONYMOUS,Browser
